Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
IVOL,Quadratic Interest Rate Volatility & Inflation Hedge ETF,Bond,"$931,463,000",-6.95%,"296,627",$20.42,-0.49%,No,False,-1.21%,-2.62%,-4.83%,-5.84%,N/A,"$17,681,599.06","-$2,591,917.42","$6,806,475.35","$17,681,599.06","$13,417,668.94","$13,417,668.94",Inflation-Protected Bonds,2019-05-13,1.03%,N/A,$0.78,2023-10-27,$0.06,3.81%,0.00,0.14,3,100.01%,40%,20%,1099,$20.44,$21.20,$20.34,$20.57,45.52,B-,C,N/A,N/A,C,N/A,5.72,22.68%,33.50%,1.6,0.00%,0.00%
CORP,PIMCO Investment Grade Corporate Bond Index ETF,Bond,"$903,921,000",1.57%,"91,732",$91.19,-0.25%,No,False,0.77%,2.01%,6.08%,-4.63%,1.72%,"$36,308,000.00",$0.00,"$263,500.00","$36,308,000.00","$36,308,000.00","$36,308,000.00",Corporate Bonds,2010-09-20,0.20%,Charles Schwab,$3.94,2023-11-01,$0.34,4.31%,0.00,0.27,1500,6.11%,40%,20%,1099,$87.77,$91.58,$90.82,$91.46,56.01,B,B-,A-,B-,A,B,6.47,45.26%,50.62%,315.59,12.61%,3.03%
BWX,SPDR Bloomberg International Treasury Bond ETF,Bond,"$886,487,000",-3.33%,"428,067",$21.38,-0.83%,No,False,0.71%,2.29%,2.87%,-10.12%,-3.40%,"$42,765,711.60","$25,737,378.80","$25,737,378.80","$42,765,711.60","$42,765,711.60","$42,765,711.60",International Government Bonds,2007-10-02,0.35%,2 Platforms,$0.37,2023-11-01,$0.03,1.73%,0.00,0.26,1500,4.59%,40%,20%,1099,$20.66,$21.56,$21.30,$21.53,52.49,A+,B+,A,B,A-,A+,6.09,47.71%,41.12%,1.6,0.00%,0.00%
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,Bond,"$847,032,000",2.14%,"265,265",$19.39,-0.36%,No,False,0.03%,1.04%,5.41%,-3.26%,2.82%,"$101,273,100.00","$23,265,900.00","$69,409,800.00","$101,273,100.00","$101,273,100.00","$101,273,100.00",Corporate Bonds,2018-08-09,0.10%,N/A,$0.77,2023-10-23,$0.07,3.95%,0.00,0.27,349,10.09%,40%,20%,1099,$18.98,$19.54,$19.36,$19.45,54.20,B,A-,A-,B,B+,N/A,6.77,83.51%,62.64%,216.66,12.73%,4.84%
SUSB,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,Bond,"$845,930,000",2.29%,"122,120",$23.76,-0.29%,No,False,-0.08%,0.68%,4.39%,-1.24%,1.61%,"-$4,759,870.00","-$2,387,320.00","-$2,400,850.00","-$4,759,870.00","-$4,759,870.00","-$4,759,870.00",Corporate Bonds,2017-07-11,0.12%,N/A,$0.64,2023-11-01,$0.06,2.71%,0.00,0.11,1500,8.58%,40%,20%,1099,$23.46,$23.88,$23.73,$23.81,54.77,B+,B+,B-,A-,B-,N/A,7.91,100.00%,96.00%,86.43,4.92%,5.12%
AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Bond,"$841,402,000",0.47%,"159,533",$41.55,-0.67%,No,False,0.24%,1.46%,3.95%,-5.59%,0.23%,"-$49,428,020.00","-$8,338,160.00","-$45,263,640.00","-$49,428,020.00","-$44,297,680.00","-$44,297,680.00",Total Bond Market,2015-07-09,0.12%,N/A,$1.57,2023-10-25,$0.14,3.76%,0.00,0.19,3000,10.14%,40%,20%,1099,$40.29,$41.89,$41.46,$41.73,53.28,A-,A-,N/A,C+,A-,N/A,6.2,20.00%,43.80%,440.61,8.07%,1.72%
VTC,Vanguard Total Corporate Bond ETF,Bond,"$835,553,000",0.37%,"128,094",$72.13,-0.77%,No,False,0.11%,1.55%,4.91%,-5.28%,1.05%,"-$29,815,300.00","$5,769,800.00","-$27,061,800.00","-$29,815,300.00","-$29,815,300.00","-$29,815,300.00",Corporate Bonds,2017-11-07,0.04%,N/A,$2.86,2023-11-01,$0.27,3.97%,0.00,0.27,4,100.01%,40%,20%,1099,$69.68,$72.86,$71.94,$72.52,52.60,B,A,B+,C+,A-,N/A,6.58,88.81%,54.85%,274.18,10.90%,3.54%
PWZ,Invesco California AMT-Free Municipal Bond ETF,Bond,"$824,985,000",-0.81%,"628,018",$23.38,-0.51%,No,False,1.65%,1.82%,4.35%,-3.12%,1.01%,"$92,997,450.00","-$64,745,300.00","-$41,480,400.00","$92,997,450.00","$92,997,450.00","$92,997,450.00",California Munis,2007-10-11,0.28%,Charles Schwab,$0.70,2023-10-23,$0.06,2.97%,0.00,0.16,433,12.69%,40%,20%,1099,$22.37,$23.57,$23.24,$23.56,53.38,A+,A,A+,B+,A,A-,0.0,N/A,N/A,N/A,N/A,N/A
TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Bond,"$824,518,000",0.22%,"280,914",$22.85,-0.78%,No,False,-0.17%,1.53%,1.43%,-0.81%,2.90%,"$28,175,220.00","$4,591,280.00","$2,304,295.00","$28,175,220.00","$32,370,705.00","$32,370,705.00",Inflation-Protected Bonds,2011-09-19,0.18%,N/A,$0.99,2023-11-01,$0.13,4.32%,0.00,0.18,25,51.86%,40%,20%,1099,$22.45,$23.07,$22.80,$22.95,51.12,B+,B+,A-,B+,B-,C+,5.72,68.04%,33.99%,0.0,0.00%,0.00%
FSIG,First Trust Limited Duration Investment Grade Corporate ETF,Bond,"$793,350,000",2.37%,"281,861",$18.42,-0.27%,No,False,0.11%,0.89%,4.57%,N/A,N/A,"$58,725,850.00","$2,767,850.00","$40,357,200.00","$58,725,850.00","$58,725,850.00","$58,725,850.00",Corporate Bonds,2021-11-17,0.56%,N/A,$0.81,2023-10-24,$0.08,4.36%,0.00,0.14,214,12.86%,40%,20%,1099,$18.12,$18.50,$18.40,$18.46,56.20,B-,C,N/A,A-,N/A,N/A,6.99,97.76%,71.11%,140.99,6.14%,3.00%
JPLD,JPMorgan Limited Duration Bond ETF,N/A,"$775,659,000",N/A,"46,288",$49.79,-0.40%,No,False,0.20%,0.67%,N/A,N/A,N/A,"$69,595,532.54","-$6,986,000.00","-$4,981,000.00","$69,595,532.54","$69,595,532.54","$69,595,532.54",N/A,2023-07-28,0.24%,N/A,$0.54,2023-11-01,$0.18,1.08%,N/A,N/A,325,17.53%,N/A,N/A,N/A,$49.32,$49.94,$49.74,$49.88,57.08,A,A-,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VRIG,Invesco Variable Rate Investment Grade ETF,Bond,"$770,708,000",6.01%,"179,121",$24.95,0.04%,No,False,0.14%,0.44%,7.37%,2.86%,2.63%,"$71,074,600.00","$3,739,500.00","$39,894,950.00","$71,074,600.00","$71,074,600.00","$71,074,600.00",Total Bond Market,2016-09-22,0.30%,N/A,$1.42,2023-10-23,$0.13,5.71%,0.00,0.12,235,35.90%,40%,20%,1099,$24.86,$24.95,$24.94,$24.96,74.77,A-,B,N/A,A,C+,N/A,6.31,37.88%,46.20%,24.4,1.28%,0.69%
JPIE,JPMorgan Income ETF,Bond,"$766,712,000",2.57%,"141,245",$44.17,-0.18%,No,False,-0.18%,0.97%,5.98%,N/A,N/A,"$136,764,900.00","$11,898,600.00","$98,650,800.00","$136,764,900.00","$136,764,900.00","$136,764,900.00",Total Bond Market,2021-10-28,0.41%,N/A,$2.51,2023-11-01,$0.23,5.70%,0.00,0.24,1500,38.97%,40%,20%,1099,$43.40,$44.46,$44.12,$44.26,54.97,B-,B-,N/A,B+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JMUB,JPMorgan Municipal ETF,Bond,"$742,065,000",0.34%,"175,047",$48.52,-0.31%,No,False,1.19%,1.70%,4.07%,-1.40%,1.99%,"$67,108,500.00","$2,448,500.00","$52,637,500.00","$67,108,500.00","$67,108,500.00","$67,108,500.00",Total Bond Market,2018-10-29,0.18%,N/A,$1.57,2023-11-01,$0.15,3.24%,0.00,0.12,1000,21.15%,40%,20%,1099,$47.19,$48.66,$48.44,$48.68,56.93,B,A-,N/A,A-,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IBDU,iShares iBonds Dec 2029 Term Corporate ETF,Bond,"$730,262,000",2.00%,"190,800",$21.82,-0.55%,No,False,0.14%,1.13%,5.70%,-4.08%,N/A,"$43,190,875.00","-$1,087,515.00","$23,701,225.00","$43,190,875.00","$43,190,875.00","$43,190,875.00",Corporate Bonds,2019-09-17,0.10%,N/A,$0.94,2023-11-01,$0.09,4.29%,0.00,0.34,375,11.07%,40%,20%,1099,$21.27,$22.00,$21.76,$21.92,53.02,B+,A-,N/A,B,B-,N/A,6.64,67.37%,57.26%,235.02,11.00%,4.55%
GOVI,Invesco Equal Weight 0-30 Year Treasury ETF,Bond,"$717,610,000",-5.07%,"173,111",$26.67,-1.48%,No,False,0.30%,2.19%,-1.68%,-10.09%,-0.89%,"-$35,768,190.00","$3,754,520.00","-$39,519,860.00","-$35,768,190.00","-$35,768,190.00","-$35,768,190.00",Government Bonds,2007-10-11,0.15%,N/A,$0.76,2023-10-23,$0.07,2.84%,N/A,N/A,31,38.67%,40%,20%,1099,$25.50,$27.03,$26.53,$26.88,50.63,A,A,C,B,A-,N/A,5.72,20.00%,33.51%,1.6,0.00%,0.00%
TLTW,iShares 20+ Year Treasury Bond BuyWrite Strategy ETF,Bond,"$696,681,000",-3.31%,"527,174",$27.65,-0.36%,No,False,0.69%,2.28%,-1.90%,N/A,N/A,"$780,151,360.00","$25,522,875.00","$52,342,915.00","$788,797,157.50","$810,599,815.00","$810,599,815.00",Government Bonds,2022-08-18,0.35%,N/A,$5.06,2023-11-02,$0.40,18.31%,0.00,-0.85,2,100.00%,40%,20%,1099,$26.26,$28.01,$27.58,$27.74,48.90,B+,C,C+,C+,A,N/A,5.72,0.00%,33.99%,0.0,0.00%,0.00%
BNDW,Vanguard Total World Bond ETF,Bond,"$694,987,000",1.31%,"41,885",$66.54,-0.58%,No,False,0.38%,1.64%,2.70%,-4.57%,0.30%,"$19,930,000.00","$20,562,300.00","$19,265,900.00","$19,930,000.00","$19,930,000.00","$19,930,000.00",Total Bond Market,2018-09-04,0.05%,N/A,$1.75,2023-11-01,$0.16,2.63%,0.07,0.13,3,99.99%,40%,20%,1099,$64.65,$66.95,$66.40,$66.80,54.59,B+,A,N/A,B,B,N/A,6.27,59.40%,45.15%,194.97,1.98%,0.88%
BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,Bond,"$693,983,000",7.02%,"183,903",$22.49,0.00%,No,False,-0.18%,0.62%,9.63%,2.04%,3.21%,"$33,682,900.00","$17,991,800.00","$24,712,900.00","$33,682,900.00","$38,624,700.00","$38,624,700.00",High Yield Bonds,2016-09-14,0.42%,N/A,$1.37,2023-10-23,$0.11,6.11%,0.00,0.35,47,40.24%,40%,20%,1099,$22.28,$22.58,$22.46,$22.53,57.30,A-,B-,B-,B+,B,N/A,5.07,16.97%,24.36%,96.25,6.15%,3.12%
SPLB,SPDR Portfolio Long Term Corporate Bond ETF,Bond,"$689,106,000",-2.22%,"683,500",$21.09,-1.40%,No,False,0.48%,2.84%,5.60%,-9.84%,0.25%,"$16,638,248.80","$27,594,544.50","$25,648,178.00","$16,638,248.80","$7,101,929.80","$7,101,929.80",Corporate Bonds,2009-03-10,0.04%,N/A,$1.08,2023-11-01,$0.09,5.05%,0.00,0.46,3000,3.16%,40%,20%,1099,$19.78,$21.42,$20.92,$21.31,52.07,A,A,A,C,A,N/A,6.49,83.48%,51.29%,429.14,14.05%,3.81%
TUA,Simplify Short Term Treasury Futures Strategy ETF,N/A,"$685,331,000",-8.69%,"276,488",$21.79,-1.04%,No,False,-0.32%,0.41%,N/A,N/A,N/A,"$667,028,750.00","$8,806,075.00","$27,411,175.00","$729,119,650.00","$729,119,650.00","$729,119,650.00",N/A,2022-11-14,0.16%,N/A,$0.94,2023-10-26,$0.10,4.26%,0.00,-1.59,4,100.01%,40%,20%,1099,$21.37,$22.22,$21.71,$21.93,48.57,A,A,N/A,B,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
LTPZ,PIMCO 15+ Year US TIPS Index ETF,Bond,"$677,845,000",-7.18%,"150,894",$52.28,-2.37%,No,False,0.29%,5.27%,-2.75%,-11.13%,0.53%,"$28,276,000.00","$10,457,000.00","$28,276,000.00","$28,276,000.00","$28,276,000.00","$28,276,000.00",Inflation-Protected Bonds,2009-09-03,0.20%,N/A,$2.36,2023-11-01,$0.29,4.41%,0.00,0.38,15,90.60%,40%,20%,1099,$48.58,$53.31,$51.62,$53.07,51.50,B+,B-,A+,C,B-,C,5.72,68.04%,33.99%,0.0,0.00%,0.00%
NYF,iShares New York Muni Bond ETF,Bond,"$648,581,000",0.01%,"156,165",$51.38,-0.31%,No,False,1.24%,2.24%,4.08%,-1.64%,1.25%,"$2,965,630.00","$17,942,690.00","$420,645.00","$2,965,630.00","$2,965,630.00","$2,965,630.00",New York Munis,2007-10-04,0.25%,Fidelity,$1.23,2023-11-01,$0.12,2.38%,0.00,0.13,1000,7.72%,40%,20%,1099,$49.67,$51.53,$51.27,$51.57,56.71,A-,A,A+,A+,A-,A+,0.0,N/A,N/A,N/A,N/A,N/A
JPMB,JPMorgan USD Emerging Markets Sovereign Bond ETF,Bond,"$643,560,000",0.65%,"43,438",$37.06,-0.86%,No,False,-0.23%,2.52%,7.35%,-4.72%,0.64%,"-$11,888,000.00",$0.00,$0.00,"-$11,888,000.00","-$11,888,000.00","-$11,888,000.00",Emerging Markets Bonds,2018-01-29,0.39%,N/A,$2.23,2023-11-01,$0.21,5.98%,0.00,0.45,397,9.79%,40%,20%,1099,$35.43,$37.62,$36.97,$37.24,53.50,B,B,A-,B-,B+,N/A,3.93,21.43%,5.24%,1827.35,0.95%,0.04%
AGZ,iShares Agency Bond ETF,Bond,"$640,985,000",2.05%,"37,759",$105.81,-0.25%,No,False,0.03%,0.90%,3.39%,-2.33%,1.25%,"-$10,562,405.00","$5,293,150.00","$5,293,150.00","-$10,562,405.00","-$10,562,405.00","-$10,562,405.00",Total Bond Market,2008-11-05,0.20%,Fidelity,$3.22,2023-11-01,$0.31,3.04%,0.00,0.02,127,39.62%,40%,20%,1099,$104.33,$106.25,$105.71,$105.99,55.64,B,B+,A-,B+,B,A,4.58,5.16%,13.91%,465.87,12.43%,0.12%
ULST,SPDR SSgA Ultra Short Term Bond ETF,Bond,"$631,985,000",4.17%,"166,071",$40.18,-0.07%,No,False,0.10%,0.54%,5.09%,1.81%,2.01%,"$49,202,558.72","$8,029,665.05","$42,183,440.09","$49,202,558.72","$49,202,558.72","$49,202,558.72",Total Bond Market,2013-10-09,0.20%,N/A,$1.68,2023-11-01,$0.16,4.18%,0.00,0.05,172,37.75%,40%,20%,1099,$39.95,$40.22,$40.17,$40.20,72.02,B+,B+,B,A,C+,N/A,6.39,45.96%,48.40%,199.47,4.89%,1.79%
GSST,Goldman Sachs Access Ultra Short Bond ETF,Bond,"$624,865,000",4.61%,"86,541",$49.79,-0.02%,No,False,0.15%,0.51%,5.46%,1.68%,N/A,"$27,381,750.00","$3,729,750.00","$11,210,250.00","$27,381,750.00","$21,061,750.00","$21,061,750.00",Mortgage Backed Securities,2019-04-15,0.16%,N/A,$2.33,2023-11-01,$0.22,4.67%,0.00,0.04,364,25.94%,40%,20%,1099,$49.51,$49.83,$49.78,$49.81,86.22,N/A,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
STPZ,PIMCO 1-5 Year US TIPS Index ETF,Bond,"$617,426,000",2.15%,"81,459",$50.20,-0.30%,No,False,-0.11%,1.02%,2.75%,1.57%,2.72%,"-$42,501,000.00","-$2,521,000.00","-$17,559,000.00","-$42,501,000.00","-$42,501,000.00","-$42,501,000.00",Inflation-Protected Bonds,2009-08-20,0.20%,TD Ameritrade,$0.87,2023-11-01,$0.16,1.72%,0.00,0.12,22,72.70%,40%,20%,1099,$49.83,$50.44,$50.14,$50.30,53.89,B,B-,C+,A,C+,B-,5.72,68.04%,33.99%,0.0,0.00%,0.00%
FLCO,Franklin Investment Grade Corporate ETF,Bond,"$610,381,000",-0.04%,"115,095",$20.20,-0.69%,No,False,0.22%,1.73%,4.60%,-5.74%,0.80%,"-$7,951,000.00",$0.00,"-$7,951,000.00","-$7,951,000.00","-$7,951,000.00","-$7,951,000.00",Corporate Bonds,2016-10-03,0.35%,N/A,$0.78,2023-11-01,$0.08,3.85%,0.00,0.31,169,14.42%,40%,20%,1099,$19.50,$20.39,$20.15,$20.29,52.77,B+,C+,B+,C+,A-,N/A,6.31,28.77%,46.33%,389.01,13.73%,4.61%
MEAR,BlackRock Short Maturity Municipal Bond ETF,Bond,"$605,188,000",2.93%,"112,732",$49.80,-0.04%,No,False,0.17%,0.47%,3.29%,1.10%,1.32%,"-$21,250.00",$0.00,"-$7,475,475.00","-$21,250.00","-$21,250.00","-$21,250.00",National Munis,2015-03-03,0.25%,N/A,$1.51,2023-11-01,$0.15,3.02%,0.00,0.02,156,35.79%,40%,20%,1099,$49.53,$49.82,N/A,N/A,68.01,B,B,C,A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AVIG,Avantis Core Fixed Income ETF,Bond,"$582,505,000",-0.27%,"85,970",$39.51,-0.58%,No,False,0.32%,1.61%,2.86%,-5.36%,N/A,"$25,486,355.00","$11,897,600.00","$25,486,355.00","$25,486,355.00","$27,934,270.00","$27,934,270.00",Total Bond Market,2020-10-13,0.15%,N/A,$1.63,2023-11-01,$0.16,4.09%,0.00,0.27,1000,17.22%,40%,20%,1099,$38.13,$39.96,$39.41,$39.65,53.24,B+,A-,N/A,C+,B-,N/A,6.5,83.93%,51.68%,327.29,6.21%,2.35%
IBDV,iShares iBonds Dec 2030 Term Corporate ETF,Bond,"$581,003,000",1.18%,"235,739",$20.34,-0.64%,No,False,0.25%,1.73%,5.51%,-5.08%,N/A,"$136,848,215.00","$75,211,180.00","$87,218,710.00","$136,848,215.00","$138,098,815.00","$138,098,815.00",Corporate Bonds,2020-06-23,0.10%,N/A,$0.84,2023-11-01,$0.08,4.12%,0.00,0.34,483,10.33%,40%,20%,1099,$19.67,$20.51,$20.25,$20.47,53.69,B+,A-,N/A,B-,C,N/A,6.55,52.63%,53.30%,247.26,11.08%,5.26%
BOXX,Alpha Architect 1-3 Month Box ETF,N/A,"$574,291,000",4.21%,"62,079",$104.31,0.03%,No,False,0.07%,0.45%,N/A,N/A,N/A,"$547,129,723.00","$22,924,293.00","$91,560,112.00","$564,132,807.00","$564,132,807.00","$564,132,807.00",N/A,2022-12-28,0.19%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$103.83,$104.38,$104.27,$104.34,89.65,A,A,N/A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GIGB,Goldman Sachs Access Investment Grade Corporate Bond ETF,Bond,"$573,672,000",0.63%,"77,502",$43.13,-0.71%,No,False,0.35%,1.87%,5.24%,-5.41%,1.28%,"-$36,110,500.00","-$4,335,500.00","$6,289,500.00","-$36,110,500.00","-$36,110,500.00","-$36,110,500.00",Corporate Bonds,2017-06-06,0.14%,N/A,$1.63,2023-11-01,$0.16,3.78%,0.00,0.27,2000,3.84%,40%,20%,1099,$41.51,$43.51,$43.03,$43.31,53.48,B,B,A,C+,B+,N/A,6.61,89.93%,56.21%,125.29,11.31%,2.41%
MMIT,IQ MacKay Municipal Intermediate ETF,Bond,"$569,446,000",0.72%,"195,097",$23.61,-0.21%,No,False,0.81%,1.76%,4.86%,-1.34%,2.05%,"$83,818,743.50","-$15,152.00","$81,456,578.00","$83,818,743.50","$83,818,743.50","$83,818,743.50",National Munis,2017-10-18,0.31%,N/A,$0.83,2023-11-01,$0.07,3.51%,0.00,0.11,1000,11.61%,40%,20%,1099,$23.04,$23.66,$23.55,$23.67,57.61,A-,C+,N/A,B+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EUSB,iShares ESG Advanced Total USD Bond Market ETF,Bond,"$547,576,000",-0.32%,"69,114",$40.99,-0.53%,No,False,0.49%,1.46%,2.82%,-4.80%,N/A,"-$44,140,910.00",$0.00,"-$44,140,910.00","-$44,140,910.00","-$34,266,730.00","-$34,266,730.00",Total Bond Market,2020-06-23,0.12%,N/A,$1.29,2023-11-01,$0.12,3.16%,0.00,0.22,4000,6.67%,40%,20%,1099,$39.62,$41.29,$40.81,$41.20,54.01,B+,A-,N/A,B-,B-,N/A,6.42,78.57%,49.32%,58.93,0.21%,2.42%
BKAG,BNY Mellon Core Bond ETF,Bond,"$533,280,000",-0.87%,"79,914",$40.07,-0.89%,No,False,0.15%,1.30%,2.16%,-5.25%,N/A,"$18,018,000.00","-$20,030,000.00","-$2,036,500.00","$18,018,000.00","$18,018,000.00","$18,018,000.00",Total Bond Market,2020-04-22,0.00%,N/A,$1.41,2023-11-01,$0.14,3.52%,0.00,0.21,4000,7.07%,40%,20%,1099,$38.90,$40.48,$39.96,$40.28,51.60,B+,A+,N/A,B-,B,N/A,6.07,51.49%,40.56%,242.42,2.44%,0.85%
YEAR,AB Ultra Short Income ETF,Bond,"$532,954,000",4.37%,"74,006",$50.04,0.02%,No,False,0.09%,0.52%,5.84%,N/A,N/A,"$348,202,837.50","$3,748,410.00","$11,253,277.50","$383,174,385.00","$383,174,385.00","$383,174,385.00",High Yield Bonds,2022-09-14,0.25%,N/A,$2.41,2023-11-01,$0.23,4.81%,0.00,-0.14,168,45.10%,40%,20%,1099,$49.77,$50.12,N/A,N/A,73.09,N/A,A,N/A,N/A,N/A,N/A,6.72,71.72%,60.41%,132.91,2.39%,2.46%
SMMU,PIMCO Short Term Municipal Bond Active ETF,Bond,"$531,144,000",2.07%,"64,318",$49.16,-0.24%,No,False,0.35%,0.87%,3.75%,0.14%,1.37%,"-$4,843,600.00","$7,862,800.00","-$7,784,800.00","-$4,843,600.00","-$4,843,600.00","-$4,843,600.00",National Munis,2010-02-01,0.35%,N/A,$1.35,2023-11-01,$0.12,2.74%,0.00,0.04,261,16.27%,40%,20%,1099,$48.47,$49.25,$49.10,$49.27,62.16,B+,C+,B-,A,B,C+,0.0,N/A,N/A,N/A,N/A,N/A
IBMN,iShares iBonds Dec 2025 Term Muni Bond ETF,Bond,"$531,068,000",0.87%,"71,061",$26.23,0.00%,No,False,0.38%,0.93%,2.56%,-1.21%,N/A,"$32,633,135.00","$6,545,830.00","$22,203,935.00","$32,633,135.00","$32,633,135.00","$32,633,135.00",National Munis,2018-11-13,0.18%,N/A,$0.43,2023-11-01,$0.04,1.63%,0.00,0.07,1500,5.71%,40%,20%,1099,$25.97,$26.24,$26.21,$26.25,64.90,B,B+,N/A,A-,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PHB,Invesco Fundamental High Yield® Corporate Bond ETF,Bond,"$530,120,000",5.27%,"119,891",$17.34,-0.46%,No,False,0.46%,2.91%,8.45%,0.85%,2.89%,"-$3,203,300.00","$6,944,800.00","$6,944,800.00","-$3,203,300.00","-$3,203,300.00","-$3,203,300.00",High Yield Bonds,2007-11-15,0.50%,Charles Schwab,$0.78,2023-10-23,$0.08,4.46%,0.00,0.43,146,16.76%,40%,20%,1099,$16.57,$17.50,$17.31,$17.40,61.68,A-,C+,B+,B,C+,B+,5.78,90.37%,35.00%,276.36,9.86%,2.54%
XONE,BondBloxx Bloomberg One Year Target Duration US Treasury ETF,Bond,"$528,433,000",3.45%,"61,209",$49.63,-0.02%,No,False,0.07%,0.53%,4.15%,N/A,N/A,"$487,330,828.00","$2,481,115.00","-$53,672,562.00","$492,305,848.00","$531,770,425.00","$531,770,425.00",Government Bonds,2022-09-13,0.03%,N/A,$2.12,2023-11-01,$0.23,4.28%,0.00,-0.15,55,34.93%,40%,20%,1099,$49.37,$49.68,$49.62,$49.64,75.72,B,A,N/A,A-,N/A,N/A,5.72,87.27%,33.99%,0.0,0.00%,0.00%
USTB,VictoryShares Short-Term Bond ETF,Bond,"$527,620,000",3.92%,"71,277",$48.65,-0.08%,No,False,0.26%,0.63%,5.63%,0.82%,2.45%,"-$21,845,100.00",$0.00,"-$26,723,620.00","-$21,845,100.00","-$21,845,100.00","-$21,845,100.00",Total Bond Market,2017-10-24,0.35%,N/A,$2.15,2023-11-08,$0.22,4.43%,0.00,0.08,406,29.66%,40%,20%,1099,$48.08,$48.73,$48.61,$48.69,58.60,B-,B,N/A,A,B+,N/A,6.08,19.70%,41.10%,210.22,2.50%,2.47%
GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Bond,"$527,483,000",-1.04%,"56,639",$39.45,-0.78%,No,False,0.36%,1.36%,2.06%,-5.68%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2020-09-08,0.14%,N/A,$1.46,2023-11-01,$0.14,3.67%,0.00,0.24,1500,61.85%,40%,20%,1099,$38.27,$39.80,$39.33,$39.69,51.80,B+,A-,N/A,B,B-,N/A,5.96,32.09%,38.35%,238.9,2.68%,1.02%
IBDW,iShares iBonds Dec 2031 Term Corporate ETF,Bond,"$526,933,000",0.86%,"189,541",$19.31,-0.67%,No,False,0.26%,1.83%,5.25%,N/A,N/A,"$84,207,800.00","$38,655,400.00","$69,898,470.00","$84,207,800.00","$84,207,800.00","$84,207,800.00",Corporate Bonds,2021-06-22,0.10%,N/A,$0.92,2023-11-01,$0.08,4.72%,0.00,0.43,353,10.49%,40%,20%,1099,$18.61,$19.49,$19.24,$19.43,53.15,B,B+,N/A,C,A,N/A,6.6,62.46%,55.95%,345.55,10.95%,4.89%
XBIL,US Treasury 6 Month Bill ETF,N/A,"$521,233,000",N/A,"164,606",$50.02,0.04%,No,False,0.12%,0.56%,N/A,N/A,N/A,"$521,839,648.00","$21,971,649.00","$64,003,201.00","$521,839,648.00","$521,839,648.00","$521,839,648.00",N/A,2023-03-07,0.15%,N/A,$1.70,2023-11-01,$0.23,3.41%,0.00,0.00,3,100.00%,40%,20%,1099,$49.76,$50.04,$50.01,$50.03,98.80,A,A,N/A,A+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ILTB,iShares Core 10+ Year USD Bond ETF,Bond,"$517,542,000",-4.79%,"92,030",$46.71,-1.85%,No,False,0.30%,3.04%,2.07%,-11.53%,-0.37%,"$11,687,750.00","$11,687,750.00","$11,687,750.00","$11,687,750.00","$11,687,750.00","$11,687,750.00",Total Bond Market,2009-12-08,0.06%,Fidelity,$2.27,2023-11-01,$0.20,4.78%,0.00,0.30,3500,17.00%,40%,20%,1099,$43.83,$47.53,$46.37,$47.23,51.03,B,A,C+,C,A,B,5.92,45.54%,37.53%,448.26,6.81%,1.84%
